time,PM1,PM2.5,PM10,BM680 Temp,BM680 Gas,BM680 Humidity,BM680 Pressure,BM680 Altitude
2 / 21 / 2025,0,0,0,20.72453125,254647,32.71385618795078,1009.2643664450826,33.23609359560691
2 / 21 / 2025,0,0,0,20.7149609375,255586,32.7187451168454,1009.2656751096272,33.22516324843081
2 / 21 / 2025,0,0,0,20.7032421875,255022,32.723444975495006,1009.2635861356007,33.24261097298094
2 / 21 / 2025,0,0,0,20.6919140625,255398,32.710985374456655,1009.2712479702528,33.17861722292642
2 / 21 / 2025,1,1,1,20.6815625,256153,32.721536608375196,1009.2713196893789,33.178018206920655
2 / 21 / 2025,1,1,1,20.67296875,255398,32.732243071131904,1009.2741705832334,33.154206859223144
2 / 21 / 2025,1,1,1,20.664375,256532,32.73721821455538,1009.2733677610503,33.160912216705
2 / 21 / 2025,0,0,0,20.658125,244928,32.788262246564855,1009.2762709145373,33.13666442440173
2 / 21 / 2025,0,0,0,20.6501171875,239511,32.90801254083535,1009.2727408647462,33.166148203357096
2 / 21 / 2025,0,0,0,20.6426953125,242021,33.085353114148894,1009.2774435764743,33.12687010359441
2 / 21 / 2025,0,0,0,20.633515625,246847,33.22248935434092,1009.2757129889357,33.141324340402065
2 / 21 / 2025,0,0,0,20.6243359375,250054,33.319464412919025,1009.2758086171108,33.14052563292773
2 / 21 / 2025,0,0,0,20.6141796875,253159,33.39914039781516,1009.2761860115231,33.13737355271215
2 / 21 / 2025,0,0,0,20.6065625,254460,33.47332457632832,1009.2769253707032,33.13119826678525
2 / 21 / 2025,0,0,0,20.5985546875,256532,33.507172655378525,1009.2806996305604,33.09967489871402
2 / 21 / 2025,0,0,0,20.5907421875,257294,33.51223363061565,1009.2701708227411,33.18761383140086
2 / 21 / 2025,0,0,0,20.5846875,248618,33.540501857149145,1009.2679012208611,33.206570145836
2 / 21 / 2025,0,0,0,20.576484375,248440,33.643531503975716,1009.2658865776995,33.22339700661622
2 / 21 / 2025,0,1,1,20.5676953125,251688,33.74657836356198,1009.2647714018901,33.232711277261615
2 / 21 / 2025,0,1,1,20.5606640625,241178,33.83830479001679,1009.2700886628502,33.18830005191415
2 / 21 / 2025,0,1,1,20.551875,238194,34.02240277292915,1009.2634938289702,33.24338194574126
2 / 21 / 2025,0,1,1,20.54328125,242869,34.235690943252436,1009.2772971574248,33.12809302599349
2 / 21 / 2025,0,1,1,20.5372265625,235764,34.39154509978614,1009.2768526696444,33.13180548141041
2 / 21 / 2025,0,1,1,20.5315625,231821,34.59402014364202,1009.2806783985461,33.099852232445244
2 / 21 / 2025,0,1,1,20.5243359375,231666,34.90708756971384,1009.2729013348592,33.164807918651356
2 / 21 / 2025,0,1,1,20.5176953125,234171,35.15094145955035,1009.2751821376821,33.14575812748959
2 / 21 / 2025,0,1,1,20.5130078125,239511,35.33120193380598,1009.2787256210795,33.11616220612094
2 / 21 / 2025,0,1,1,20.5114453125,241346,35.43607678892009,1009.2835591933882,33.07579132548494
2 / 21 / 2025,1,2,2,20.5079296875,245971,35.482446281400435,1009.276172484086,33.13748653679114
2 / 21 / 2025,1,2,2,20.505,246321,35.49968700646578,1009.2788435640957,33.11517712260258
2 / 21 / 2025,1,2,2,20.5003125,248797,35.48756917351763,1009.2878652583751,33.039826414406384
2 / 21 / 2025,0,1,1,20.4958203125,256153,35.446283941403166,1009.288064760682,33.03816014374368
2 / 21 / 2025,0,1,1,20.4926953125,258060,35.37596579604798,1009.299557500904,32.942171649410255
2 / 21 / 2025,1,1,1,20.4915234375,258060,35.282540706604095,1009.3013562602499,32.92714831490509
2 / 21 / 2025,1,1,1,20.4907421875,258638,35.18921080151627,1009.3019467046912,32.92221689599485
2 / 21 / 2025,1,1,1,20.489765625,259607,35.12503954588617,1009.2985758909285,32.950370117700736
2 / 21 / 2025,1,2,2,20.4872265625,261764,35.05492922403807,1009.301864421694,32.9229041272019
2 / 21 / 2025,1,2,2,20.483515625,263556,35.01383989057977,1009.3032992952326,32.910920006898046
2 / 21 / 2025,1,2,2,20.4794140625,265372,34.92618806862899,1009.29133329518,33.01086093275186
2 / 21 / 2025,1,2,2,20.475703125,268248,34.85025139770782,1009.2872897188076,33.04463340140004
2 / 21 / 2025,1,2,2,20.4712109375,264562,34.774282269618844,1009.291140941704,33.01246749118212
2 / 21 / 2025,1,2,2,20.470234375,257294,34.7277168516512,1009.298726797487,32.94910973620739
2 / 21 / 2025,1,2,2,20.4690625,256722,34.715992234022764,1009.2968731727492,32.96459134240674
2 / 21 / 2025,1,2,2,20.4673046875,258253,34.7332551260592,1009.3013971279267,32.926806986126756
2 / 21 / 2025,1,2,2,20.4657421875,259996,34.72730240404596,1009.3007517060375,32.932197581683965
2 / 21 / 2025,1,2,2,20.4630078125,264764,34.69220383592158,1009.3073830638267,32.87681228627776
2 / 21 / 2025,1,2,2,20.461640625,247730,34.65723980393866,1009.3088726272964,32.86437144887141
2 / 21 / 2025,1,2,2,20.460078125,239843,34.77325406073761,1009.3009228431583,32.93076823571132
2 / 21 / 2025,1,2,2,20.4579296875,242698,34.988187282298775,1009.3030026943338,32.91339722815703
2 / 21 / 2025,1,2,2,20.4528515625,250777,35.12160201659131,1009.3022743932331,32.919480027355675
2 / 21 / 2025,1,2,2,20.449140625,255398,35.17367907800829,1009.3055346659216,32.89225013035933
2 / 21 / 2025,1,2,2,20.443671875,259412,35.1848211554231,1009.3151444442655,32.81198938268564
2 / 21 / 2025,1,2,2,20.4364453125,263556,35.131722217851575,1009.305539207404,32.892212199808455
2 / 21 / 2025,1,2,2,20.4282421875,265779,35.06690936568088,1009.3035191277489,32.909083958286296
2 / 21 / 2025,1,2,2,20.420234375,268040,34.97887120953939,1009.2963298647486,32.96912909399341
2 / 21 / 2025,2,3,3,20.4126171875,270551,34.90255271674805,1009.2934102953107,32.99351360377925
2 / 21 / 2025,2,3,3,20.405390625,271612,34.820499702690235,1009.2984121457876,32.95173772805031
2 / 21 / 2025,2,3,3,20.39875,271612,34.75016495235946,1009.2988628427529,32.947973477336426
2 / 21 / 2025,2,3,3,20.3946484375,270130,34.680098876542296,1009.2978522468151,32.956414043012
2 / 21 / 2025,2,3,3,20.3925,268664,34.6392651818454,1009.2999312704056,32.93904990470362
2 / 21 / 2025,2,3,3,20.390546875,266597,34.62167361627575,1009.298667468932,32.94960525218194
2 / 21 / 2025,2,3,3,20.38859375,265169,34.609887272367565,1009.2955777836393,32.975410538437686
