time,PM1,PM2.5,PM10,BM680 Temp,BM680 Gas,BM680 Humidity,BM680 Pressure,BM680 Altitude
2 / 21 / 2025,1,2,2,24.179609375,202672,34.80773260033728,1010.2983160314534,24.603820700089152
2 / 21 / 2025,1,2,2,24.18078125,202791,34.91310805942406,1010.3038360765581,24.557753963313218
2 / 21 / 2025,0,0,0,24.1815625,203267,34.96584226059391,1010.3050672035475,24.547479799160232
2 / 21 / 2025,0,0,0,24.1821484375,203745,35.012722289715754,1010.2986438094637,24.60108527049682
2 / 21 / 2025,0,0,0,24.183125,204466,35.03623334804023,1010.2965093325292,24.618898288505573
2 / 21 / 2025,0,0,0,24.181171875,205436,35.041900963731614,1010.2952682300629,24.62925577240942
2 / 21 / 2025,1,1,1,24.1817578125,208400,35.02439309402419,1010.2961915668513,24.62155016598266
2 / 21 / 2025,1,1,1,24.182734375,208400,34.98936463355506,1010.3014038346723,24.578051860516254
2 / 21 / 2025,1,1,1,24.182734375,210425,34.94839919530987,1010.299567148215,24.593379668533967
2 / 21 / 2025,1,1,1,24.18234375,210297,34.87816127318337,1010.3007882743503,24.583188929926962
2 / 21 / 2025,1,1,1,24.18234375,211970,34.83137906220529,1010.2971149037938,24.61384456397059
2 / 21 / 2025,1,2,2,24.183125,212359,34.743775954367514,1010.294672645185,24.634226164052816
2 / 21 / 2025,1,2,2,24.1837109375,212881,34.691249590272854,1010.2937592901076,24.641848478447272
2 / 21 / 2025,1,2,2,24.184296875,213669,34.61538564713344,1010.2983560038749,24.603487115305533
2 / 21 / 2025,1,2,2,24.1848828125,212359,34.574577281444135,1010.293769262641,24.64176525362951
2 / 21 / 2025,1,2,2,24.1848828125,213800,34.52788918037163,1010.2900958782998,24.672421175164576
2 / 21 / 2025,1,2,2,24.1846875,213669,34.48703051467567,1010.2879514110148,24.690317689108298
2 / 21 / 2025,1,2,2,24.1848828125,213932,34.46371674917344,1010.2900958782998,24.672421175164576
2 / 21 / 2025,1,2,2,24.1848828125,213537,34.42872517518594,1010.3011160323249,24.580453672960402
2 / 21 / 2025,1,2,2,24.184296875,213537,34.41700776134755,1010.2891725509264,24.680126740663155
2 / 21 / 2025,1,2,2,24.1848828125,212359,34.39957176908491,1010.2864224942923,24.703077184161724
2 / 21 / 2025,1,2,2,24.185859375,213405,34.38800421574725,1010.2879613679028,24.690234594467352
2 / 21 / 2025,1,2,2,24.18625,212881,34.376382201479366,1010.2885769174668,24.68509756202292
2 / 21 / 2025,1,2,2,24.18625,213143,34.370553090313734,1010.2885769174668,24.68509756202292
2 / 21 / 2025,1,2,2,24.1856640625,212750,34.36466890397116,1010.2894902873834,24.677475092129924
2 / 21 / 2025,1,2,2,24.1852734375,213012,34.37629000583735,1010.2833646577369,24.72859624713807
2 / 21 / 2025,0,1,1,24.1852734375,214065,34.358803391573765,1010.2907114299675,24.667284133949824
2 / 21 / 2025,0,1,1,24.18625,212620,34.370553090313734,1010.30143379082,24.577801865891995
2 / 21 / 2025,0,1,1,24.1868359375,213012,34.370608400418575,1010.2968470330379,24.616080047900258
2 / 21 / 2025,1,2,2,24.1878125,212099,34.370700584668455,1010.3038960216077,24.557253701702322
2 / 21 / 2025,1,2,2,24.188203125,212750,34.37656659554579,1010.30634828169,24.53678878678593
