Time,Latitude,Longitude,counts
1745028310.22,0,0,316.5
1745028312.21,0,0,317.5
1745028314.18,0,0,317.5
1745028316.27,0,0,293.0
1745028318.21,0,0,351.5
1745028320.21,0,0,327.5
1745028322.2,0,0,305.5
1745028324.18,0,0,305.5
1745028326.21,0,0,336.5
1745028328.21,0,0,297.5
1745028330.21,0,0,318.5
1745028332.21,0,0,324.0
1745028334.19,0,0,324.0
1745028336.21,0,0,309.0
1745028338.2,0,0,299.0
1745028340.2,0,0,316.0
1745028342.2,0,0,321.5
1745028344.18,0,0,321.5
1745028346.22,0,0,326.0
1745028348.2,0,0,318.5
1745028350.2,0,0,318.0
1745028352.18,0,0,318.0
1745028354.2,0,0,298.0
1745028356.22,0,0,306.0
1745028358.21,0,0,305.0
1745028360.2,0,0,294.5
1745028362.19,0,0,294.5
1745028364.2,0,0,325.5
1745028366.21,0,0,310.0
1745028368.2,0,0,307.5
1745028370.2,0,0,302.0
1745028372.18,0,0,302.0
1745028374.2,0,0,304.0
1745028376.21,0,0,307.0
1745028378.2,0,0,293.0
1745028380.18,0,0,293.0
1745028382.21,0,0,313.5
1745028384.21,0,0,289.5
1745028386.21,0,0,301.0
1745028388.21,0,0,296.5
1745028390.2,0,0,296.5
1745028392.21,0,0,306.5
1745028394.2,0,0,321.5
1745028396.2,0,0,314.5
1745028398.2,0,0,285.5
1745028400.18,0,0,285.5
1745028402.21,0,0,310.5
1745028404.21,0,0,293.5
1745028406.2,0,0,323.0
1745028408.18,0,0,323.0
1745028410.2,0,0,308.0
1745028412.2,0,0,338.0
1745028414.2,0,0,293.0
1745028416.2,0,0,309.0
1745028418.18,0,0,309.0
1745028420.2,0,0,302.0
1745028422.21,0,0,322.0
1745028424.2,0,0,324.5
1745028426.21,0,0,315.0
1745028428.19,0,0,315.0
1745028430.2,0,0,307.5
1745028432.2,0,0,334.5
1745028434.2,0,0,310.0
1745028436.19,0,0,310.0
1745028438.22,0,0,303.0
1745028440.21,0,0,289.0
1745028442.2,0,0,304.5
1745028444.21,0,0,306.5
1745028446.19,0,0,306.5
1745028448.2,0,0,303.0
1745028450.2,0,0,302.0
1745028452.2,0,0,303.5
1745028454.21,0,0,302.5
1745028456.18,0,0,302.5
1745028458.21,0,0,316.5
1745028460.25,0,0,293.5
1745028462.2,0,0,298.0
1745028464.21,0,0,312.0
1745028466.18,0,0,312.0
1745028468.2,0,0,300.0
1745028470.21,0,0,310.5
1745028472.18,0,0,310.5
1745028474.22,0,0,284.0
1745028476.25,0,0,387.0
1745028478.2,0,0,326.5
1745028480.21,0,0,293.5
1745028482.18,0,0,293.5
1745028484.22,0,0,341.5
1745028486.2,0,0,286.5
1745028488.2,0,0,308.0
1745028490.2,0,0,333.5
1745028492.18,0,0,333.5
1745028494.21,0,0,287.0
1745028496.2,0,0,322.0
1745028498.2,0,0,306.0
1745028500.21,0,0,311.0
1745028502.19,0,0,311.0
1745028504.2,0,0,317.0
1745028506.21,0,0,355.0
1745028508.21,0,0,315.0
1745028510.18,0,0,315.0
1745028512.2,0,0,301.5
1745028514.2,0,0,304.5
1745028516.2,0,0,305.0
1745028518.21,0,0,287.0
1745028520.18,0,0,287.0
1745028522.2,0,0,309.0
1745028524.2,0,0,320.0
1745028526.2,0,0,315.0
1745028528.18,0,0,315.0
1745028530.22,0,0,312.0
1745028532.2,0,0,297.0
1745028534.21,0,0,330.5
1745028536.21,0,0,294.5
1745028538.18,0,0,294.5
1745028540.21,0,0,292.0
1745028542.2,0,0,329.5
1745028544.2,0,0,291.0
1745028546.21,0,0,287.5
1745028548.19,0,0,287.5
1745028550.21,0,0,302.5
1745028552.2,0,0,322.0
1745028554.21,0,0,306.0
1745028556.19,0,0,306.0
1745028558.2,0,0,296.5
1745028560.21,0,0,295.5
1745028562.2,0,0,306.0
1745028564.2,0,0,287.0
1745028566.18,0,0,287.0
1745028568.21,0,0,312.0
1745028570.21,0,0,311.0
1745028572.21,0,0,309.5
1745028574.2,0,0,297.5
1745028576.18,0,0,297.5
1745028578.2,0,0,293.5
1745028580.21,0,0,312.0
1745028582.2,0,0,315.5
1745028584.18,0,0,315.5
1745028586.21,0,0,298.5
1745028588.2,0,0,307.5
1745028590.21,0,0,293.5
1745028592.21,0,0,308.5
1745028594.18,0,0,308.5
1745028596.21,0,0,324.5
1745028598.2,0,0,319.5
1745028600.2,0,0,316.5
1745028602.21,0,0,314.5
1745028604.18,0,0,314.5
1745028606.2,0,0,287.5
1745028608.21,0,0,314.5
1745028610.2,0,0,297.5
1745028612.19,0,0,297.5
1745028614.2,0,0,322.5
1745028616.2,0,0,306.0
1745028618.21,0,0,330.0
1745028620.21,0,0,357.5
1745028622.18,0,0,357.5
1745028624.21,0,0,311.5
1745028626.21,0,0,303.5
1745028628.22,0,0,326.5
1745028630.21,0,0,306.5
1745028632.18,0,0,306.5
1745028634.21,0,0,327.0
1745028636.21,0,0,313.5
1745028638.19,0,0,313.5
1745028640.25,0,0,374.5
1745028642.21,0,0,300.5
1745028644.21,0,0,309.0
1745028646.2,0,0,320.5
1745028648.19,0,0,320.5
1745028650.21,0,0,290.5
1745028652.2,0,0,303.5
1745028654.21,0,0,373.0
1745028656.18,0,0,373.0
1745028658.21,0,0,306.0
1745028660.21,0,0,299.5
1745028662.2,0,0,319.0
1745028664.22,0,0,308.5
1745028666.2,0,0,308.5
1745028668.21,0,0,300.0
1745028670.21,0,0,291.5
1745028672.2,0,0,307.0
1745028674.18,0,0,307.0
1745028676.21,0,0,294.5
1745028678.2,0,0,295.5
1745028680.2,0,0,309.5
1745028682.2,0,0,294.0
1745028684.19,0,0,294.0
1745028686.21,0,0,319.5
1745028688.2,0,0,300.5
1745028690.2,0,0,302.5
1745028692.2,0,0,294.0
1745028694.2,0,0,294.0
1745028696.21,0,0,306.5
1745028698.21,0,0,321.5
1745028700.2,0,0,329.5
1745028702.18,0,0,329.5
1745028704.22,0,0,293.0
1745028706.21,0,0,328.0
1745028708.2,0,0,319.0
1745028710.21,0,0,300.0
1745028712.18,0,0,300.0
1745028714.21,0,0,317.0
1745028716.2,0,0,309.5
1745028718.2,0,0,294.0
1745028720.21,0,0,323.0
1745028722.18,0,0,323.0
1745028724.2,0,0,329.5
1745028726.2,0,0,313.5
1745028728.2,0,0,284.0
1745028730.19,0,0,284.0
1745028732.21,0,0,307.0
1745028734.2,0,0,285.0
1745028736.2,0,0,315.5
1745028738.2,0,0,312.5
1745028740.18,0,0,312.5
1745028742.21,0,0,316.5
1745028744.2,0,0,303.5
1745028746.2,0,0,300.5
1745028748.2,0,0,315.0
1745028750.2,0,0,315.0
1745028752.2,0,0,319.5
1745028754.2,0,0,300.5
1745028756.22,0,0,322.0
1745028758.19,0,0,322.0
1745028760.21,0,0,298.0
1745028762.2,0,0,288.5
1745028764.2,0,0,296.0
1745028766.21,0,0,322.5
1745028768.19,0,0,322.5
1745028770.2,0,0,323.0
1745028772.21,0,0,304.0
1745028774.2,0,0,300.5
1745028776.2,0,0,313.0
1745028778.19,0,0,313.0
1745028780.2,0,0,317.0
1745028782.22,0,0,304.0
1745028784.21,0,0,306.5
1745028786.21,0,0,309.5
1745028788.18,0,0,309.5
1745028790.2,0,0,306.0
1745028792.21,0,0,307.5
1745028794.24,0,0,307.0
1745028796.19,0,0,307.0
1745028798.2,0,0,299.0
1745028800.21,0,0,314.0
1745028802.21,0,0,303.5
1745028804.21,0,0,304.0
1745028806.19,0,0,304.0
1745028808.21,0,0,303.5
1745028810.24,0,0,351.0
1745028812.21,0,0,309.0
1745028814.21,0,0,287.0
1745028816.19,0,0,287.0
1745028818.21,0,0,300.0
1745028820.2,0,0,318.5
1745028822.21,0,0,302.5
1745028824.18,0,0,302.5
1745028826.22,0,0,326.5
1745028828.2,0,0,294.5
1745028830.21,0,0,329.0
1745028832.21,0,0,304.0
1745028834.18,0,0,304.0
1745028836.2,0,0,318.0
1745028838.21,0,0,303.0
1745028840.21,0,0,324.0
1745028842.21,0,0,321.5
1745028844.18,0,0,321.5
1745028846.2,0,0,320.0
1745028848.2,0,0,321.0
1745028850.21,0,0,315.0
1745028852.21,0,0,304.0
1745028854.18,0,0,304.0
1745028856.21,0,0,305.0
1745028858.21,0,0,298.0
1745028860.21,0,0,317.0
1745028862.19,0,0,317.0
1745028864.2,0,0,317.5
1745028866.2,0,0,311.0
1745028868.2,0,0,302.5
1745028870.21,0,0,308.5
1745028872.2,0,0,308.5
1745028874.2,0,0,288.0
1745028876.2,0,0,329.5
1745028878.22,0,0,315.0
1745028880.21,0,0,295.0
1745028882.18,0,0,295.0
1745028884.2,0,0,294.0
1745028886.2,0,0,312.5
1745028888.21,0,0,310.5
1745028890.18,0,0,310.5
1745028892.21,0,0,305.5
1745028894.21,0,0,309.5
1745028896.21,0,0,318.5
1745028898.21,0,0,332.5
1745028900.18,0,0,332.5
1745028902.2,0,0,307.0
1745028904.22,0,0,307.0
1745028906.2,0,0,309.0
1745028908.2,0,0,299.0
1745028910.18,0,0,299.0
1745028912.21,0,0,314.0
1745028914.21,0,0,303.0
1745028916.21,0,0,317.0
1745028918.2,0,0,317.0
1745028920.2,0,0,302.5
1745028922.21,0,0,326.0
1745028924.25,0,0,299.0
1745028926.21,0,0,307.5
1745028928.19,0,0,307.5
1745028930.21,0,0,298.0
1745028932.21,0,0,301.0
1745028934.22,0,0,290.0
1745028936.21,0,0,297.5
1745028938.18,0,0,297.5
1745028940.25,0,0,314.5
1745028942.21,0,0,309.0
1745028944.21,0,0,304.0
1745028946.2,0,0,301.0
1745028948.19,0,0,301.0
1745028950.21,0,0,285.0
1745028952.2,0,0,316.0
1745028954.21,0,0,272.5
1745028956.2,0,0,299.5
1745028958.18,0,0,299.5
1745028960.2,0,0,304.5
1745028962.2,0,0,310.0
1745028964.21,0,0,297.5
1745028966.18,0,0,297.5
1745028968.2,0,0,309.0
1745028970.2,0,0,272.5
1745028972.2,0,0,305.0
1745028974.21,0,0,320.5
1745028976.18,0,0,320.5
1745028978.2,0,0,302.5
1745028980.21,0,0,311.5
1745028982.2,0,0,306.0
1745028984.2,0,0,327.0
1745028986.2,0,0,327.0
1745028988.21,0,0,328.0
1745028990.21,0,0,306.0
1745028992.2,0,0,301.0
1745028994.18,0,0,301.0
1745028996.2,0,0,309.5
1745028998.2,0,0,313.0
1745029000.21,0,0,318.5
1745029002.2,0,0,302.5
1745029004.19,0,0,302.5
1745029006.2,0,0,313.0
1745029008.2,0,0,315.5
1745029010.21,0,0,315.0
1745029012.21,0,0,280.0
1745029014.18,0,0,280.0
1745029016.21,0,0,316.0
1745029018.21,0,0,284.0
1745029020.21,0,0,332.5
1745029022.22,0,0,322.5
1745029024.18,0,0,322.5
1745029026.21,0,0,319.0
1745029028.2,0,0,336.0
1745029030.2,0,0,304.0
1745029032.19,0,0,304.0
1745029034.21,0,0,305.0
1745029036.21,0,0,312.5
1745029038.2,0,0,327.0
1745029040.2,0,0,313.5
1745029042.19,0,0,313.5
1745029044.21,0,0,294.5
1745029046.22,0,0,310.5
1745029048.2,0,0,301.0
1745029050.2,0,0,288.5
1745029052.18,0,0,288.5
1745029054.21,0,0,318.5
1745029056.21,0,0,305.0
1745029058.21,0,0,301.0
1745029060.19,0,0,301.0
1745029062.22,0,0,306.5
1745029064.21,0,0,311.5
1745029066.22,0,0,290.5
1745029068.18,0,0,290.5
1745029070.2,0,0,353.5
1745029072.21,0,0,316.0
1745029074.2,0,0,320.0
1745029076.21,0,0,317.5
1745029078.2,0,0,317.5
1745029080.21,0,0,300.0
1745029082.22,0,0,320.0
1745029084.21,0,0,287.0
1745029086.19,0,0,287.0
1745029088.21,0,0,283.0
1745029090.21,0,0,321.0
1745029092.22,0,0,294.5
1745029094.21,0,0,308.5
1745029096.18,0,0,308.5
1745029098.2,0,0,304.0
1745029100.21,0,0,294.0
1745029102.22,0,0,334.0
1745029104.21,0,0,295.5
1745029106.18,0,0,295.5
1745029108.2,0,0,300.0
1745029110.2,0,0,316.0
1745029112.21,0,0,313.0
1745029114.18,0,0,313.0
1745029116.2,0,0,295.5
1745029118.2,0,0,303.0
1745029120.21,0,0,311.0
1745029122.21,0,0,298.5
1745029124.18,0,0,298.5
1745029126.2,0,0,303.5
1745029128.21,0,0,329.5
1745029130.21,0,0,308.0
1745029132.2,0,0,307.0
1745029134.2,0,0,307.0
1745029136.21,0,0,313.5
1745029138.21,0,0,316.0
1745029140.2,0,0,284.0
1745029142.2,0,0,314.5
1745029144.19,0,0,314.5
1745029146.2,0,0,294.0
1745029148.21,0,0,318.5
1745029150.2,0,0,332.5
1745029152.18,0,0,332.5
1745029154.2,0,0,327.5
1745029156.21,0,0,313.5
1745029158.21,0,0,323.0
1745029160.2,0,0,304.0
1745029162.18,0,0,304.0
1745029164.2,0,0,285.0
1745029166.21,0,0,314.5
1745029168.22,0,0,341.0
1745029170.19,0,0,341.0
1745029172.21,0,0,296.0
1745029174.21,0,0,315.0
1745029176.21,0,0,309.0
1745029178.2,0,0,325.5
1745029180.22,0,0,325.5
1745029182.2,0,0,288.5
1745029184.21,0,0,332.5
1745029186.2,0,0,300.5
1745029188.2,0,0,297.5
1745029190.18,0,0,297.5
1745029192.2,0,0,321.0
1745029194.22,0,0,309.5
1745029196.21,0,0,297.0
1745029198.2,0,0,297.0
1745029200.18,0,0,297.0
1745029202.21,0,0,296.0
1745029204.21,0,0,306.5
1745029206.2,0,0,304.0
1745029208.18,0,0,304.0
1745029210.21,0,0,296.5
1745029212.22,0,0,306.5
1745029214.21,0,0,304.5
1745029216.21,0,0,300.0
1745029218.18,0,0,300.0
1745029220.21,0,0,293.0
1745029222.24,0,0,291.0
1745029224.22,0,0,314.0
1745029226.21,0,0,325.5
1745029228.19,0,0,325.5
1745029230.2,0,0,292.5
1745029232.2,0,0,312.5
1745029234.21,0,0,286.5
1745029236.2,0,0,318.5
1745029238.19,0,0,318.5
1745029240.21,0,0,306.0
1745029242.21,0,0,299.0
1745029244.21,0,0,317.0
1745029246.19,0,0,317.0
1745029248.21,0,0,311.0
1745029250.2,0,0,297.0
1745029252.21,0,0,312.0
1745029254.21,0,0,297.5
1745029256.19,0,0,297.5
1745029258.2,0,0,306.0
1745029260.21,0,0,312.0
1745029262.2,0,0,303.0
1745029264.2,0,0,298.0
1745029266.21,0,0,298.0
1745029268.21,0,0,311.5
1745029270.21,0,0,282.5
1745029272.2,0,0,328.0
1745029274.22,0,0,309.0
1745029276.18,0,0,309.0
1745029278.2,0,0,311.5
1745029280.24,0,0,293.0
1745029282.2,0,0,321.0
1745029284.18,0,0,321.0
1745029286.2,0,0,308.0
1745029288.2,0,0,326.0
1745029290.22,0,0,301.5
1745029292.21,0,0,292.5
1745029294.19,0,0,292.5
1745029296.2,0,0,324.0
1745029298.2,0,0,300.5
1745029300.21,0,0,276.5
1745029302.2,0,0,331.0
1745029304.18,0,0,331.0
1745029306.21,0,0,315.5
1745029308.2,0,0,318.5
1745029310.21,0,0,324.5
1745029312.18,0,0,324.5
1745029314.2,0,0,310.5
1745029316.21,0,0,301.5
1745029318.2,0,0,313.5
1745029320.2,0,0,297.0
1745029322.18,0,0,297.0
1745029324.21,0,0,329.5
1745029326.22,0,0,317.5
1745029328.21,0,0,297.0
1745029330.22,0,0,293.0
1745029332.18,0,0,293.0
1745029334.2,0,0,319.5
1745029336.21,0,0,302.0
1745029338.21,0,0,322.5
1745029340.19,0,0,322.5
1745029342.21,0,0,325.5
1745029344.21,0,0,309.5
1745029346.21,0,0,305.5
1745029348.21,0,0,292.0
1745029350.18,0,0,292.0
1745029352.21,0,0,303.0
1745029354.21,0,0,322.5
1745029356.21,0,0,303.0
1745029358.21,0,0,319.5
1745029360.18,0,0,319.5
1745029362.2,0,0,304.5
1745029364.2,0,0,299.5
1745029366.21,0,0,301.0
1745029368.2,0,0,309.5
1745029370.18,0,0,309.5
1745029372.21,0,0,292.0
1745029374.2,0,0,306.0
1745029376.21,0,0,294.0
1745029378.18,0,0,294.0
1745029380.2,0,0,308.5
1745029382.21,0,0,304.0
1745029384.2,0,0,298.5
1745029386.2,0,0,318.5
1745029388.18,0,0,318.5
1745029390.21,0,0,302.5
1745029392.21,0,0,311.5
1745029394.2,0,0,299.0
1745029396.2,0,0,299.0
1745029398.19,0,0,299.0
1745029400.21,0,0,308.5
1745029402.21,0,0,292.5
1745029404.2,0,0,315.0
1745029406.2,0,0,293.0
1745029408.19,0,0,293.0
1745029410.2,0,0,281.5
1745029412.21,0,0,314.0
1745029414.2,0,0,297.0
1745029416.18,0,0,297.0
1745029418.2,0,0,308.0
1745029420.2,0,0,317.5
1745029422.21,0,0,301.5
1745029424.2,0,0,316.5
1745029426.18,0,0,316.5
1745029428.21,0,0,316.0
1745029430.2,0,0,293.0
1745029432.2,0,0,331.0
1745029434.19,0,0,331.0
1745029436.21,0,0,308.5
1745029438.21,0,0,315.0
1745029440.2,0,0,299.0
1745029442.2,0,0,304.0
1745029444.18,0,0,304.0
1745029446.21,0,0,309.0
1745029448.22,0,0,304.0
1745029450.2,0,0,301.0
1745029452.2,0,0,341.0
1745029454.21,0,0,341.0
1745029456.21,0,0,321.0
1745029458.21,0,0,320.0
1745029460.2,0,0,311.5
1745029462.2,0,0,305.5
1745029464.18,0,0,305.5
1745029466.2,0,0,290.0
1745029468.21,0,0,290.5
1745029470.2,0,0,292.0
1745029472.19,0,0,292.0
1745029474.22,0,0,292.5
1745029476.21,0,0,308.5
1745029478.2,0,0,329.5
1745029480.2,0,0,282.0
1745029482.18,0,0,282.0
1745029484.21,0,0,316.0
1745029486.2,0,0,325.0
1745029488.2,0,0,323.5
1745029490.21,0,0,310.5
1745029492.18,0,0,310.5
1745029494.21,0,0,321.0
1745029496.21,0,0,295.0
1745029498.21,0,0,311.5
1745029500.18,0,0,311.5
1745029502.2,0,0,282.5
1745029504.2,0,0,317.0
1745029506.21,0,0,302.0
1745029508.2,0,0,313.5
1745029510.19,0,0,313.5
1745029512.21,0,0,311.0
1745029514.2,0,0,334.5
1745029516.2,0,0,295.5
1745029518.18,0,0,295.5
1745029520.22,0,0,323.0
