Time,Latitude,Longitude,counts
1745026488.41,0,0,83.0
1745026490.41,0,0,97.0
1745026492.39,0,0,97.0
1745026494.41,0,0,98.0
1745026496.4,0,0,103.5
1745026498.4,0,0,92.0
1745026500.4,0,0,99.0
1745026502.38,0,0,99.0
1745026504.41,0,0,96.5
1745026506.42,0,0,102.5
1745026508.41,0,0,80.5
1745026510.41,0,0,101.0
1745026512.38,0,0,101.0
1745026514.4,0,0,115.5
1745026516.41,0,0,104.5
1745026518.41,0,0,115.0
1745026520.41,0,0,102.0
1745026522.4,0,0,102.0
1745026524.4,0,0,101.5
1745026526.4,0,0,107.0
1745026528.41,0,0,94.0
1745026530.39,0,0,94.0
1745026532.41,0,0,100.5
1745026534.4,0,0,99.5
1745026536.4,0,0,102.0
1745026538.42,0,0,99.0
1745026540.39,0,0,99.0
1745026542.41,0,0,105.0
1745026544.4,0,0,103.5
1745026546.4,0,0,101.5
1745026548.41,0,0,97.5
1745026550.38,0,0,97.5
1745026552.4,0,0,89.5
1745026554.41,0,0,109.0
1745026556.43,0,0,102.0
1745026558.38,0,0,102.0
1745026560.4,0,0,102.0
1745026562.41,0,0,99.5
1745026564.41,0,0,101.5
1745026566.41,0,0,93.5
1745026568.4,0,0,93.5
1745026570.4,0,0,105.0
1745026572.4,0,0,98.5
1745026574.41,0,0,103.0
1745026576.4,0,0,102.5
1745026578.38,0,0,102.5
1745026580.4,0,0,106.0
1745026582.41,0,0,110.0
1745026584.4,0,0,100.5
1745026586.38,0,0,100.5
1745026588.41,0,0,99.5
1745026590.4,0,0,89.5
1745026592.41,0,0,100.0
1745026594.41,0,0,100.0
1745026596.38,0,0,100.0
1745026598.4,0,0,93.5
1745026600.4,0,0,105.5
1745026602.4,0,0,104.0
1745026604.42,0,0,104.0
1745026606.38,0,0,104.0
1745026608.4,0,0,107.0
1745026610.42,0,0,110.0
1745026612.41,0,0,109.0
1745026614.41,0,0,100.5
1745026616.39,0,0,100.5
1745026618.41,0,0,108.0
1745026620.4,0,0,96.5
1745026622.4,0,0,90.5
